zoning_summary,count,total_sqft
R1A-H-IZ-LS-PS-HD,30,743835.7124561672
R1A-H-IZ-LS-TR,7,42871.69571959328
R1A-H-IZ-LS-TR-PS,32,315299.4266257043
R1A-H-IZ-PR-HO-LS-TR-PS,1,1868395.0031623405
R1A-H-IZ-PR-TR-PS,1,3989.6658644622785
R1A-H-IZ-PS,266,1954941.502595255
R1A-H-IZ-PS-HD,3,19459.661429903914
R1A-H-IZ-PS-HS,3,408783.8641711116
R1A-H-IZ-TR,79,237671.1947171073
R1A-H-IZ-TR-PS,56,254101.0817143106
R1A-H-IZ-UM,5,13814.256555258273
R1A-H-IZ-UM-LS-TR,2,12722.566040316495
R1A-H-IZ-UM-LS-TR-PS,47,314469.4143322233
R1A-H-IZ-UM-PR-LS-TR-PS,1,593590.7230907939
R1A-H-IZ-UM-PR-TR-PS,1,165008.1576238814
R1A-H-IZ-UM-PS,41,220472.25395945043
R1A-H-IZ-UM-TR-PS,9,29306.059721901143
R1A-H-LS,133,560912.671067747
R1A-H-LS-PS,910,8566146.352281604
R1A-H-NP,70,567868.7591738629
R1A-H-NP-HD,557,2331209.0768686216
R1A-H-NP-HD-HS,2,67081.68590974303
R1A-H-NP-PS-HD,11,145616.77598870744
R1A-H-NP-TR-HD,29,208960.58601799677
R1A-H-PR-BC-TR-PS,3,453313.0771335199
R1A-H-PR-HO,1,40321.83268904413
R1A-H-PR-LS-BC-TR-PS,1,519894.4967410597
R1A-H-PR-LS-PS,3,90514.7680630966
R1A-H-PS,663,4634098.996983656
R1A-H-PS-HD,1,398935.4137921505
R1A-H-PS-HS,1,119108.55965529174
R1A-H-TR,182,1368329.356593919
R1A-H-TR-HD,7,79214.57769957939
R1A-H-TR-HD-HS,8,40026.784276437975
R1A-H-TR-PS,36,832367.1055754395
R1A-H-TR-PS-HD,6,16977.987478750372
R1A-H-TR-PS-HD-HS,3,11774.481485308226
R1A-H-UM,129,749219.8944676023
R1A-H-UM-LS-PS,26,5092833.651257907
R1A-H-UM-PS,216,1483425.0627538022
R1A-H-UM-TR,59,340082.28736718936
R1A-H-UM-TR-PS,79,521772.99876926205
R1A-M,227,734557.8831093248
R1A-M-FP-UM-LS-PS,1,2809946.6573009444
R1A-M-LS,42,214231.11978771098
R1A-M-LS-PS,398,14698397.96378244
R1A-M-NP,109,506785.15696703416
R1A-M-NP-PS,12,42642.45521446249
R1A-M-PS,120,677126.8324384135
R1A-M-TR,44,310094.6154339905
R1A-M-TR-PS,25,1265418.9614552218
R1A-M-UM,59,499050.0900642237
R1A-M-UM-LS-PS,6,747239.9300797064
R1A-M-UM-PS,68,671711.453809021
R1A-VH,3251,10152644.175057098
R1A-VH-BC-TR,61,326309.57220496563
R1A-VH-BC-TR-PS,45,449835.77956798207
R1A-VH-BC-TR-PS-HD,1,317205.14891942206
R1A-VH-FP-LS-PS,4,23371.83948164364
R1A-VH-FP-PR-HO-PS,1,26622.398276311116
R1A-VH-HD,59,358622.57040391274
R1A-VH-HS,3,24204.515195059124
R1A-VH-IZ,2547,6934671.41400011
R1A-VH-IZ-FP,8,27711.71502479136
R1A-VH-IZ-FP-PR-HO,2,86562.00169541751
R1A-VH-IZ-FP-PR-HO-PS,1,124259.37974877834
R1A-VH-IZ-HR-PR-HO,4,20632.12116388935
R1A-VH-IZ-HR-PR-HO-LS-PS,1,95994.552969972
R1A-VH-IZ-HR-PR-HO-LS-TR-PS,1,309265.42797873396
R1A-VH-IZ-HR-PR-HO-PS,9,67960.94480111712
R1A-VH-IZ-HR-PR-HO-TR,14,114348.88192292667
R1A-VH-IZ-HR-PR-HO-TR-PS,7,100655.85973678084
R1A-VH-IZ-HS,11,44990.70590390725
R1A-VH-IZ-LS,26,72992.97675115727
R1A-VH-IZ-LS-PS,53,344155.3421702642
R1A-VH-IZ-LS-TR,58,158602.9323566821
R1A-VH-IZ-LS-TR-PS,120,937346.0758071122
R1A-VH-IZ-PR-HO,29,91133.89814863936
R1A-VH-IZ-PS,206,835137.9801600977
R1A-VH-IZ-TR,116,299307.8048950487
R1A-VH-IZ-TR-PS,79,307402.76176736486
R1A-VH-IZ-UM,17,40765.59993553354
R1A-VH-IZ-UM-LS,1,2602.9034177700705
R1A-VH-IZ-UM-LS-PS,1,5104.97403982413
R1A-VH-IZ-UM-LS-TR,13,38081.19259642319
R1A-VH-IZ-UM-LS-TR-PS,34,297833.3143442606
R1A-VH-IZ-UM-PS,3,20039.80937403682
R1A-VH-IZ-UM-TR,2,5962.219812561516
R1A-VH-IZ-UM-TR-PS,2,8433.798831199007
R1A-VH-LS,96,305101.4931261367
R1A-VH-LS-PS,416,2633544.0485600387
R1A-VH-LS-PS-HS,2,83082.68660893363
R1A-VH-LS-TR-PS,1,880451.1677322526
R1A-VH-NP,667,2723992.118405706
R1A-VH-NP-HD,1369,4616845.625527919
R1A-VH-NP-HD-HS,5,14311.237203386849
R1A-VH-NP-LS,50,132885.56342964843
R1A-VH-NP-LS-HD,3,23189.093937831323
R1A-VH-NP-LS-PS,150,1448876.7479557206
R1A-VH-NP-LS-PS-HD,5,14651.495056318123
R1A-VH-NP-PR-HO-PS-HD,1,21433.207278697355
R1A-VH-NP-PS,51,1516765.9491267973
R1A-VH-NP-PS-HD,25,131289.50973361856
R1A-VH-PR-BC-TR-PS,3,453313.0771335199
R1A-VH-PR-HO,2,4183.0754419806835
R1A-VH-PR-HO-HD,2,79544.07440213751
R1A-VH-PR-HO-PS,1,2582.5203428773543
R1A-VH-PR-LS-BC-TR-PS,1,519894.4967410597
R1A-VH-PS,193,848263.8504780752
R1A-VH-TR,298,1512751.8349652346
R1A-VH-TR-PS,17,81567.90948077958
R1A-VH-UM,16,65636.10978334707
R1A-VH-UM-LS,39,142423.8486329658
R1A-VH-UM-LS-PS,166,1044702.3199734131
R1A-VH-UM-PS,25,118578.86287122231
R1D-H,3889,19706059.191402756
R1D-H-FP-LS-SR-PS,1,2159962.8212684216
R1D-H-FP-PS,1,109837.76963521779
R1D-H-FP-SR-PS,2,17993.477631691167
R1D-H-FP-TR,4,84896.33926396957
R1D-H-FP-TR-PS,5,101504.86246126724
R1D-H-FP-TR-PS-HS,1,33317.84362570764
R1D-H-FP-TR-SR,1,99333.55562333716
R1D-H-FP-UM-LS-TR-PS,1,5590962.827781755
R1D-H-FP-UM-LS-TR-SR-PS,2,4687281.510917386
R1D-H-FP-UM-SR-PS,3,262726.6032892355
R1D-H-FP-UM-TR-PS,2,384447.03042777954
R1D-H-FP-UM-TR-SR-PS,3,33165.70221238449
R1D-H-HS,6,30348.6271304937
R1D-H-IZ,9,34801.32951502551
R1D-H-IZ-LS,2,13443.225681166405
R1D-H-IZ-LS-PS,42,219663.76953683552
R1D-H-IZ-PS,11,34917.86631517247
R1D-H-LS,390,1985011.2248686133
R1D-H-LS-HS,4,103083.12799312636
R1D-H-LS-PS,1737,29677553.06874843
R1D-H-LS-PS-HS,9,32335049.139488634
R1D-H-LS-TR,28,135891.65462119825
R1D-H-LS-TR-PS,133,2294824.850775657
R1D-H-PR-LS-PS,2,3101157.824692377
R1D-H-PS,2350,16203003.918829573
R1D-H-PS-HS,5,209162.93495226314
R1D-H-TR,312,1707463.4925557042
R1D-H-TR-PS,235,1734132.341708888
R1D-H-TR-PS-HS,2,14664.491786469825
R1D-H-UM,2727,14600524.419441108
R1D-H-UM-HS,3,219032.78667705815
R1D-H-UM-LS,19,89853.69059245808
R1D-H-UM-LS-PS,265,3373956.41660544
R1D-H-UM-LS-SR-PS,11,1677701.8998256451
R1D-H-UM-LS-TR-PS,34,5077275.979547253
R1D-H-UM-PR,1,25771.114249673068
R1D-H-UM-PR-LS-PS,1,10285112.830864804
R1D-H-UM-PR-PS,7,1468214.313355949
R1D-H-UM-PR-PS-HS,1,285571.03145866987
R1D-H-UM-PS,6380,45107866.33777434
R1D-H-UM-SR-PS,12,253410.32430103718
R1D-H-UM-TR,662,3577717.611938533
R1D-H-UM-TR-HS,3,17260.240515752106
R1D-H-UM-TR-PS,1288,10043377.199667575
R1D-H-UM-TR-PS-HS,1,276797.65215529455
R1D-L,4381,40827281.593541026
R1D-L-BC,3,108663.46581139622
R1D-L-BC-TR-PS-HD,1,317205.14891942206
R1D-L-FP-LS-PS,2,2258999.094527485
R1D-L-FP-LS-SR-PS,1,2159962.8212684216
R1D-L-FP-PR-HO-LS-RR-PS-HS,1,27358873.271680683
R1D-L-FP-SR,2,10230.107449066505
R1D-L-FP-SR-PS,5,182168.90676651284
R1D-L-FP-TR-SR-PS,5,44048.634360052085
R1D-L-FP-UM-LS-PS,2,1613635.9509596748
R1D-L-FP-UM-LS-SR-PS,1,1247878.0778265153
R1D-L-FP-UM-LS-TR-PS,2,5932808.538886718
R1D-L-FP-UM-LS-TR-SR-PS,1,447615.2879733152
R1D-L-FP-UM-PR-LS-SR-PS-HD,1,34010633.512487605
R1D-L-FP-UM-PS,5,130131.12073164398
R1D-L-FP-UM-SR,13,85023.06896913485
R1D-L-FP-UM-SR-PS,45,1608803.3232617453
R1D-L-FP-UM-TR-PS,3,143379.33460208675
R1D-L-FP-UM-TR-SR-PS,6,94150.64016014032
R1D-L-HD,5,47628.02825125612
R1D-L-HS,6,82098.27494999599
R1D-L-IZ-LS,1,4779.445639636621
R1D-L-IZ-LS-PS,2,22696776.216338538
R1D-L-IZ-PS,11,125541.9127522392
R1D-L-IZ-UM-PS,1,119907.60696685265
R1D-L-LS,203,1816412.7696904058
R1D-L-LS-BC-PS,2,139287.62616222037
R1D-L-LS-PS,1266,29247032.78935213
R1D-L-LS-PS-HD,20,13779977.84026534
R1D-L-LS-SR-PS,2,269912.6396483965
R1D-L-LS-TR,13,90212.18410023645
R1D-L-LS-TR-PS,30,760121.3509223484
R1D-L-PR,20,499977.60220495664
R1D-L-PR-LS,1,71629.00294084408
R1D-L-PR-LS-BC-TR-PS,1,519894.4967410597
R1D-L-PR-LS-PS,21,20144671.5771629
R1D-L-PR-LS-PS-HD,3,5047336.282422706
R1D-L-PR-PS,17,1305931.8954775888
R1D-L-PS,3893,51634161.92580588
R1D-L-PS-HD,60,2901681.2490799865
R1D-L-PS-HS,7,423659.8744495815
R1D-L-SR,8,72130.74378060618
R1D-L-SR-PS,80,1449418.5725309793
R1D-L-TR,219,2239618.912086028
R1D-L-TR-PS,99,1884474.578650841
R1D-L-TR-SR-PS,7,837877.7118486435
R1D-L-UM,2367,27578041.812857226
R1D-L-UM-HD,7,1750077.6569702842
R1D-L-UM-HS,5,197509.05054669318
R1D-L-UM-LS,13,63339.41701882527
R1D-L-UM-LS-PS,192,39066886.15390203
R1D-L-UM-LS-PS-HD,17,278289.09445018286
R1D-L-UM-LS-SR-PS,3,5519308.923554076
R1D-L-UM-LS-SR-PS-HS,1,12454751.900825474
R1D-L-UM-LS-TR,1,7433.852472269477
R1D-L-UM-LS-TR-PS,50,4626242.61190975
R1D-L-UM-PR-LS-PS,3,6314185.153333884
R1D-L-UM-PR-PS,14,5137780.985198703
R1D-L-UM-PR-TR-PS,15,72961.41610884434
R1D-L-UM-PS,6691,116688577.00267173
R1D-L-UM-PS-HD,3,556651.2880526229
R1D-L-UM-PS-HS,20,1512971.7226872942
R1D-L-UM-SR,2,20952.182809620645
R1D-L-UM-SR-PS,13,4441280.495477004
R1D-L-UM-TR,213,2185933.532489111
R1D-L-UM-TR-PS,804,22609267.38691072
R1D-L-UM-TR-SR-PS,2,1024746.4609065772
R1D-M,2410,18785039.018961634
R1D-M-FP-LS-SR-PS,2,364619.0570882277
R1D-M-FP-PR-HO-LS-RR-PS-HS,1,27358873.271680683
R1D-M-FP-UM-LS-TR-SR-PS,1,1740113.786182095
R1D-M-FP-UM-PR-LS-SR-PS-HD,1,34010633.512487605
R1D-M-FP-UM-PS,6,120093.2840154717
R1D-M-FP-UM-SR-PS,1,287094.4671017689
R1D-M-HD,3,23014.36402905937
R1D-M-HS,1,38820.525169824316
R1D-M-IZ,177,1229802.173720976
R1D-M-IZ-PS,12,76975.17145603892
R1D-M-LS,234,1635344.7786542433
R1D-M-LS-HD,1,6669.20306558011
R1D-M-LS-PS,1537,22457695.744547788
R1D-M-LS-PS-HS,11,1359369.4364839068
R1D-M-LS-SR-PS,2,122760.28687351469
R1D-M-NP-PS,6,49823.34338762103
R1D-M-PR,2,8564.307254124114
R1D-M-PR-LS-PS,2,24076873.699811798
R1D-M-PR-PS,2,94929.21077724666
R1D-M-PS,2727,25429346.189769648
R1D-M-PS-HD,1,23116.2140665466
R1D-M-PS-HS,14,408198.19232345297
R1D-M-TR-PS,1,12031.335734361732
R1D-M-UM,2030,15169477.93040466
R1D-M-UM-HS,1,3325.251183141237
R1D-M-UM-LS,3,33741.99058125154
R1D-M-UM-LS-PS,71,7084580.88402722
R1D-M-UM-LS-SR-PS,1,356189.4748720656
R1D-M-UM-LS-TR-PS,1,2095909.6367767486
R1D-M-UM-PR,1,4842.747530373014
R1D-M-UM-PR-PS,2,57294.94277188307
R1D-M-UM-PR-PS-HS,4,1299908.2592988412
R1D-M-UM-PR-TR,3,48295.46873745001
R1D-M-UM-PR-TR-PS,3,21869.528402726828
R1D-M-UM-PS,5176,50113465.75106901
R1D-M-UM-SR,7,58697.949118348755
R1D-M-UM-SR-PS,9,2374659.933367612
R1D-M-UM-TR,179,1683304.904182921
R1D-M-UM-TR-PS,472,11880185.217517875
R1D-M-UM-TR-SR-PS,3,1151109.8956842646
R1D-VH,12,30478.581114254805
R1D-VH-FP,8,35966.10845443564
R1D-VH-FP-PS,1,13625.657075866831
R1D-VH-LS-PS,23,1280536.9143932706
R1D-VH-PS,19,61458.260080537075
R1D-VH-PS-HS,1,4586.258101324663
R1D-VL,714,11856257.261296509
R1D-VL-BC,5,123734.51042208353
R1D-VL-BC-PS,4,183347.9489164619
R1D-VL-FP-UM-PR-LS-SR-PS-HD,1,34010633.512487605
R1D-VL-HD,3,154039.3513054772
R1D-VL-HS,3,360625.1337576228
R1D-VL-IZ-HO-LS-PS-HD,7,116206.76494401836
R1D-VL-IZ-HO-LS-TR-HD,2,29995.276768770495
R1D-VL-IZ-HO-LS-TR-PS-HD,13,204987.53418215012
R1D-VL-IZ-HO-TR-HD,66,1003321.3905029035
R1D-VL-IZ-HO-TR-PS-HD,8,829439.4396642522
R1D-VL-IZ-UM-HO-LS-PS-HD,10,123476.07581199976
R1D-VL-IZ-UM-HO-LS-TR-PS-HD,2,2636303.234141548
R1D-VL-LS,7,92167.40729747673
R1D-VL-LS-PS,67,6183209.862706335
R1D-VL-LS-PS-HD,5,90391.59582261089
R1D-VL-LS-PS-HS,1,31364017.550862957
R1D-VL-PR,2,3317.0642060789614
R1D-VL-PR-LS-PS,3,18683208.39904696
R1D-VL-PR-PS,8,312234.7901912997
R1D-VL-PR-PS-HS,1,38651.44048429989
R1D-VL-PS,829,19359488.916756794
R1D-VL-PS-HD,12,3343772.9114996404
R1D-VL-PS-HS,6,607517.140832939
R1D-VL-TR,3,309718.8825069225
R1D-VL-UM,40,499999.0595318892
R1D-VL-UM-LS-PS,12,2372197.3522487544
R1D-VL-UM-PS,166,3702113.939165117
R2-H,896,5428440.571561148
R2-H-FP-LS-PS,14,200959.20777925552
R2-H-FP-PS,7,14008.70644497634
R2-H-HD,2,8254.836365911198
R2-H-HS,10,93752.93377340349
R2-H-IZ,129,645378.6106833284
R2-H-IZ-BC,13,152432.41287361577
R2-H-IZ-LS,10,58627.86220446724
R2-H-IZ-LS-BC-PS,1,615412.1459774621
R2-H-IZ-LS-PS,84,445257.05408774444
R2-H-IZ-LS-PS-HD,1,153762.89862303366
R2-H-IZ-LS-TR,111,446447.86986975034
R2-H-IZ-LS-TR-PS,255,1974004.8860125544
R2-H-IZ-PR-HO-LS-PS,1,11620.145010353832
R2-H-IZ-PR-HO-LS-TR-PS-HD,1,1695971.1605531925
R2-H-IZ-PS,19,117757.80445734382
R2-H-LS,4,25270.049850505267
R2-H-LS-PS,102,1034764.1779649212
R2-H-LS-TR,18,167033.70243619013
R2-H-LS-TR-PS,32,273384.0555442905
R2-H-NP,41,258546.7607305657
R2-H-NP-HD,375,1551251.6862915559
R2-H-NP-PR-HO-PS-HD,1,23315.82418724165
R2-H-NP-PS-HD,17,148635.33247455052
R2-H-PS,365,2645166.3505542744
R2-H-PS-HS,44,811690.7477321805
R2-H-TR,2,6766.963334938082
R2-H-TR-PS,1,3011.151370051705
R2-H-UM,554,2587447.061762623
R2-H-UM-LS,9,35760.83017359984
R2-H-UM-LS-PS,12,284895.75598418934
R2-H-UM-LS-TR,3,19982.23018110109
R2-H-UM-LS-TR-PS,62,839337.5674052254
R2-H-UM-PR-LS-TR-PS,4,27522.321638851223
R2-H-UM-PR-PS,2,14682.256356243135
R2-H-UM-PR-TR-PS,10,287148.7910062111
R2-H-UM-PS,591,3843678.5230620606
R2-H-UM-PS-HS,2,14200.643204898475
R2-H-UM-TR,449,2370161.9260284784
R2-H-UM-TR-HS,1,5503.527352415977
R2-H-UM-TR-PS,819,5097325.790781767
R2-H-UM-TR-PS-HS,1,97172.73405072934
R2-L,3715,23440674.99320009
R2-L-FP,30,219075.40823828548
R2-L-FP-LS,1,12055.781487349137
R2-L-FP-LS-PS,7,706504.3065337195
R2-L-FP-LS-PS-HS,1,130742.76810076494
R2-L-FP-LS-RR-PS,1,122057.84958593945
R2-L-FP-LS-SR-PS,11,1089952.0548352615
R2-L-FP-PR-HO-LS-RR-PS,1,1060596.6868890868
R2-L-FP-PR-HO-LS-RR-PS-HS,1,27358873.271680683
R2-L-FP-PR-LS-RR-PS-HD,1,1656040.3630040418
R2-L-FP-PR-LS-SR-PS-HD,1,1616999.2137292754
R2-L-FP-PR-SR-PS,3,5199.214088780742
R2-L-FP-PS,2,434859.4337527045
R2-L-FP-SR,31,253636.84475095553
R2-L-FP-SR-PS,26,398777.93795644876
R2-L-FP-TR-SR,19,122599.72892009208
R2-L-FP-TR-SR-PS,4,27661.240992026153
R2-L-FP-UM-LS-SR-PS,2,48618696.776478544
R2-L-FP-UM-SR-PS,10,401813.4788530825
R2-L-FP-UM-TR-SR-PS-HS,1,1344871.2907694895
R2-L-HD,3,21454.402612762482
R2-L-HS,11,124528.44252295504
R2-L-IZ-PS,6,44132.76377739506
R2-L-LS,59,434666.99667146406
R2-L-LS-PS,438,10497698.261959024
R2-L-LS-PS-HS,4,32462254.246533096
R2-L-LS-SR,1,8823.82223169848
R2-L-LS-SR-PS,18,294883.8288457705
R2-L-LS-TR,24,168952.14321733918
R2-L-LS-TR-PS,149,1681825.4445842048
R2-L-PR,4,226321.18946899887
R2-L-PR-LS-PS,20,2881045.4042310845
R2-L-PR-LS-SR-PS,2,5954.419862502184
R2-L-PR-LS-TR-PS,1,2770990.341596326
R2-L-PR-PS,37,1237014.4578555115
R2-L-PS,2862,30365722.147116367
R2-L-PS-HD,4,66550.83617544745
R2-L-PS-HS,7,605856.8117251872
R2-L-SR,5,22972.784246912735
R2-L-SR-PS,13,451654.37907673686
R2-L-TR,11,79585.42919107799
R2-L-TR-PS,20,148681.2480978561
R2-L-UM,1481,10334706.488706427
R2-L-UM-HS,1,4672.563016783361
R2-L-UM-LS,17,123311.37404214728
R2-L-UM-LS-PS,267,19963362.49770703
R2-L-UM-LS-SR-PS,3,762139.3714708976
R2-L-UM-LS-TR-PS,57,1615824.9636599272
R2-L-UM-PR,7,135152.31224599254
R2-L-UM-PR-LS-PS,4,2811732.717283657
R2-L-UM-PR-LS-TR-PS,1,663335.0299264654
R2-L-UM-PR-PS,51,1451806.0868612677
R2-L-UM-PS,3370,41611725.66568722
R2-L-UM-PS-HS,6,363461.6954400927
R2-L-UM-SR-PS,15,108892.42425785642
R2-L-UM-TR,13,68732.73371446354
R2-L-UM-TR-PS,109,6146030.280373681
R2-M,1406,9012136.600868152
R2-M-BC,3,26931.360429269946
R2-M-BC-TR-PS-HD,1,317205.14891942206
R2-M-HS,1,20583.394092912877
R2-M-IZ,302,2548237.69458317
R2-M-IZ-BC,5,110048.345709733
R2-M-IZ-HS,1,142084.16498341094
R2-M-IZ-LS,34,152927.70262642446
R2-M-IZ-LS-BC-PS,4,468969.0489276175
R2-M-IZ-LS-PS,64,455563.5220419076
R2-M-IZ-PS,27,249048.37551505497
R2-M-LS,5,36800.71952391992
R2-M-LS-PS,73,3593942.455747838
R2-M-PR,19,460239.91595493123
R2-M-PR-BC-TR-PS,1,200876.375043187
R2-M-PR-LS-BC-TR-PS,1,519894.4967410597
R2-M-PR-PS,2,20410.475569077833
R2-M-PR-TR,2,12354.592769195297
R2-M-PS,424,3598354.102430588
R2-M-PS-HS,2,21158.38704341768
R2-M-TR,591,3867759.687853774
R2-M-TR-HS,7,72182.56901800183
R2-M-TR-PS,15,274762.224860345
R2-M-TR-PS-HS,2,472155.36658732535
R2-M-UM,9,139815.66573132062
R2-M-UM-LS-PS,14,1471779.7303024037
R2-M-UM-PS,43,410354.46286278655
R2-VH,271,828669.281374234
R2-VH-HD,2,138240.40471482323
R2-VH-IZ,622,2211074.6201582695
R2-VH-IZ-LS,4,12472.760652134119
R2-VH-IZ-LS-PS,12,67171.43630061114
R2-VH-IZ-PS,44,176540.2372284746
R2-VH-PS,14,447948.2335606437
R3-L,189,1796216.8162681637
R3-L-PS,4,36637.28988769915
R3-M,289,2337773.7937354534
R3-M-BC-PS,1,5564.194868755175
R3-M-BC-TR,4,41656.81280233312
R3-M-BC-TR-PS,2,17749.002583188707
R3-M-HS,1,201108.7848338134
R3-M-IZ,187,1686542.630369429
R3-M-IZ-BC,3,130229.7794921239
R3-M-IZ-BC-PS,4,29070.946461095307
R3-M-IZ-HR-PR-HO-TR,1,4880.234538401839
R3-M-IZ-HR-PR-HO-TR-PS,3,25597.84640572801
R3-M-IZ-PS,51,648773.8200008856
R3-M-IZ-TR,12,165715.37144492628
R3-M-IZ-TR-PS,29,229279.37653905049
R3-M-PR,2,179369.27495805043
R3-M-PS,62,794972.2768458247
R3-M-PS-HS,19,299674.687724084
R3-M-TR,114,1075709.4448948016
R3-M-TR-PS,23,211659.87746241258
RIV-GI-FP-PR-HO,8,154867.6183946719
RIV-GI-FP-PR-HO-LS-PS,1,302656.14615130087
RIV-GI-FP-PR-HO-LS-RR-PS,2,1187388.0129549936
RIV-GI-FP-PR-HO-LS-RR-PS-HD,1,5023865.88163913
RIV-GI-FP-PR-HO-LS-RR-SR-PS,1,3412860.5171355973
RIV-GI-FP-PR-HO-PS,10,2156925.70869073
RIV-GI-FP-PR-HO-RR,5,2424604.7392954607
RIV-GI-FP-PR-HO-RR-PS,37,25772609.211506616
RIV-GI-IZ-FP-PR-HO-LS-RR-PS,1,916462.3257230029
RIV-GI-IZ-FP-PR-HO-RR-PS,11,5795708.543181391
RIV-GI-IZ-PR-HO,4,70176.82702285805
RIV-GI-IZ-PR-HO-PS,2,1088980.4175707407
RIV-GI-PR-HO,64,2199497.4387974944
RIV-GI-PR-HO-LS-PS,5,270697.2437070816
RIV-GI-PR-HO-PS,9,3435351.572476837
RIV-GI-PR-HO-RR,1,245356.63886960185
RIV-GI-PR-HO-RR-PS,2,843105.2624455427
RIV-IMU-FP-PR-HO,41,2621959.4451556946
RIV-IMU-FP-PR-HO-LS-RR-PS,6,3247591.234299088
RIV-IMU-FP-PR-HO-LS-TR-SR-PS-HS,1,1587844.8418456563
RIV-IMU-FP-PR-HO-PS,24,1993142.3052984332
RIV-IMU-FP-PR-HO-RR,37,3226898.583480589
RIV-IMU-FP-PR-HO-RR-PS,61,14365162.70859683
RIV-IMU-FP-PR-HO-RR-SR-PS,1,718185.219889398
RIV-IMU-FP-PR-HO-SR,1,18715.658584154648
RIV-IMU-FP-PR-HO-TR,5,172114.53155697143
RIV-IMU-FP-PR-HO-TR-PS,1,14383.509827991395
RIV-IMU-FP-PR-HO-TR-RR,5,607404.2201140347
RIV-IMU-FP-PR-HO-TR-RR-PS,15,1366182.356087937
RIV-IMU-IZ-FP-PR-HO,30,4431946.807013545
RIV-IMU-IZ-FP-PR-HO-LS-RR-PS,1,916462.3257230029
RIV-IMU-IZ-FP-PR-HO-PS,1,124259.37974877834
RIV-IMU-IZ-FP-PR-HO-RR,2,484919.6642194751
RIV-IMU-IZ-FP-PR-HO-RR-PS,18,6384470.093899041
RIV-IMU-IZ-PR-HO,136,4429275.4659307
RIV-IMU-IZ-PR-HO-PS,2,531997.9539892061
RIV-IMU-IZ-PR-HO-TR,17,254554.2798235929
RIV-IMU-IZ-PR-HO-TR-PS,1,19559.69816180593
RIV-IMU-NP-PR-HO,1,27417.143094891526
RIV-IMU-NP-PR-HO-PS-HD,2,44749.031465939006
RIV-IMU-PR,3,793826.8234368247
RIV-IMU-PR-HO,566,7783308.418348381
RIV-IMU-PR-HO-LS-PS,1,283215.7760495987
RIV-IMU-PR-HO-LS-TR-PS,2,71682.56692212695
RIV-IMU-PR-HO-LS-TR-PS-HS,1,32246.26501864177
RIV-IMU-PR-HO-PS,27,3330494.8645907305
RIV-IMU-PR-HO-RR,11,2029470.7293245124
RIV-IMU-PR-HO-RR-PS,3,783613.63654616
RIV-IMU-PR-HO-SR-PS,1,5699.19426756008
RIV-IMU-PR-HO-TR,120,1347585.6139368527
RIV-IMU-PR-HO-TR-PS,15,370686.85506823065
RIV-IMU-PR-HO-TR-RR-PS,1,741964.9078352791
RIV-IMU-PR-PS,2,77981.56189645079
RIV-MU-FP-PR-HO,20,402956.22135593183
RIV-MU-FP-PR-HO-LS-RR-PS,7,2513939.3133414364
RIV-MU-FP-PR-HO-LS-RR-PS-HS,1,27358873.271680683
RIV-MU-FP-PR-HO-LS-TR-SR-PS-HS,1,1587844.8418456563
RIV-MU-FP-PR-HO-PS,19,525492.5959815836
RIV-MU-FP-PR-HO-RR,4,124801.81627246615
RIV-MU-FP-PR-HO-RR-PS,26,3954928.175178613
RIV-MU-FP-PR-HO-RR-SR-PS,3,2963972.9245086694
RIV-MU-FP-PR-HO-SR,2,791071.0094520516
RIV-MU-FP-PR-HO-SR-PS,1,307756.61897630204
RIV-MU-IZ-FP-PR-HO-LS-RR-PS,1,916462.3257230029
RIV-MU-IZ-FP-PR-HO-RR-PS,1,229218.75495240092
RIV-MU-IZ-PR-HO,152,1398581.4145167177
RIV-MU-IZ-PR-HO-PS,3,422426.0009696991
RIV-MU-PR-HO,172,3482880.104141655
RIV-MU-PR-HO-HD,57,396299.61082271603
RIV-MU-PR-HO-HS,2,31750.077498191604
RIV-MU-PR-HO-LS,1,1470.9513691204277
RIV-MU-PR-HO-LS-PS,29,3350277.1553091174
RIV-MU-PR-HO-LS-RR-PS,42,383201.2537109453
RIV-MU-PR-HO-LS-TR-PS,1,26097.335191041497
RIV-MU-PR-HO-LS-TR-RR-PS,1,315101.20448208036
RIV-MU-PR-HO-PS,86,984134.5823202106
RIV-MU-PR-HO-RR-PS,2,359862.8558696792
RIV-MU-PR-HO-SR-PS,1,5699.19426756008
RIV-MU-PR-HO-TR,4,174286.0091261797
RIV-MU-PR-HO-TR-PS,3,141989.72332362697
RIV-MU-PR-HO-TR-RR,3,337064.49154159235
RIV-MU-UM-PR-HO-LS-PS,1,481917.3739738231
RIV-NS-FP-NP-PR-HO-TR-PS-HD,1,817657.8722083376
RIV-NS-FP-PR-HO,102,468981.52492363803
RIV-NS-FP-PR-HO-HS,1,8462.488926304522
RIV-NS-FP-PR-HO-PS,10,215652.01597375877
RIV-NS-FP-PR-HO-RR,19,1028912.7836483814
RIV-NS-FP-PR-HO-RR-PS,16,1585460.5256789057
RIV-NS-FP-PR-HO-TR,28,1818885.711414266
RIV-NS-FP-PR-HO-TR-PS,8,1168560.6106268903
RIV-NS-FP-PR-HO-TR-RR-PS,7,3624049.3536807355
RIV-NS-NP-PR-HO,5,62223.47903821042
RIV-NS-NP-PR-HO-TR-PS,1,136548.4280549943
